50 4	128 40
128 15 73 4	284 591 4
50 517 4	1368 4
50 517 4	342 13 24 1108 4
50 517 4	1368 29 81 4
50 963 73 4	128 52 1 40
50 963 73 4	342 10 1 40
16 1799 73 4	12 1 4
16 12 10 1 4	12 9 1 4
16 12 215 4	12 18 13 38 4
16 12 59 126	12 9 81 40
16 12 248 4	12 9 814 4
16 12 217 4	12 9 28 292 4
16 12 1173 4	12 9 2138 4
16 12 800 4	12 9 1146 4
16 12 401 4	12 9 423 4
16 136 15 4	12 18 840 4
16 17 1 4	12 9 3096 4
16 17 425 4	12 9 5472 4
16 17 425 4	12 9 6590 4
16 17 668 4	12 9 1806 4
16 17 668 4	12 9 5045 4
16 17 845 4	12 9 969 4
59 16 12 126	12 9 81 40
59 15 12 4	15 1172 4
59 15 12 4	1448 4
59 15 12 4	15 775 4
59 25 50 4	35 9 497 40
59 25 50 4	89 9 1681 40
663 144 4	1033 86 1132 40
49 1640 126	123 35 9 3362 40
49 17 112 9	90 128 15 147 7
437 117 4	2190 86 29 102 166 86 40
437 117 4	2981 10 29 102 166 10 40
5 1005 15 4	5 24 170 2191 4
5 115 76 4	19 170 43 142 4
5 115 1585 4	5 32 3214 4
5 115 274 4	5 32 419 4
5 115 110 4	19 25 256 4
5 115 205 4	5 32 306 4
5 115 205 4	5 32 503 4
5 115 246 4	5 32 413 40
5 115 246 4	5 32 3915 4
5 425 15 4	5 24 25 909 4
5 1026 15 4	5 24 25 1 4
5 30 89 4	5 71 232 4
5 30 713 4	5 84 1060 4
5 30 1414 4	5 71 1809 4
5 30 220 4	5 84 289 4
5 30 220 4	5 71 289 4
5 30 516 4	5 84 526 4
5 30 184 4	5 71 252 4
5 30 269 4	5 71 346 4
5 30 321 4	5 71 551 4
5 30 11 50 4	5 14 71 8 43 102 4
5 30 11 50 4	5 14 71 8 220 4
5 1800 4	19 170 25 2001 4
5 48 13 4	19 25 57 75 4
5 2011 4	5 14 32 8 29 326 4
5 18 478 4	5 33 157 92 56 835 4
5 1143 15 4	19 28 930 4
5 151 59 4	5 620 81 4
5 2898 14 4	19 378 22 4
5 2898 65 4	5 24 378 4
5 2898 6 4	5 10 378 4
5 2898 6 4	5 52 378 4
5 145 173 4	5 33 226 757 4
5 361 260 4	5 33 32 996 199 4
5 361 1044 4	5 33 32 996 199 4
5 361 1044 4	5 33 1880 423 4
5 361 1044 4	5 33 1781 423 4
5 361 811 4	19 25 2866 6 16 5947 4
5 1586 15 4	5 24 25 2575 4
5 1586 15 4	5 24 25 4147 4
5 1586 15 4	5 16 1 4
5 265 15 4	5 24 25 301 4
5 265 15 4	5 15 4691 4
5 105 215 4	5 32 822 373 4
5 105 215 4	5 32 822 568 4
5 105 314 4	5 33 32 639 4
5 105 263 4	5 33 32 304 4
5 105 401 4	5 32 822 423 4
5 105 401 4	5 32 1782 423 4
5 433 80 4	5 15 498 4
5 433 80 4	19 1322 4
5 69 92 4	19 25 648 6 24 215 4
5 367 6 4	5 51 435 4
5 24 68 4	19 28 25 23 4
5 24 149 4	19 25 876 4
5 24 149 4	5 24 25 2859 4
5 231 6 4	5 52 841 4
5 92 52 4	5 24 215 4
5 213 38 4	5 21 240 8 4
5 213 38 4	19 240 11 251 4
5 40 65 4	5 16 334 4
5 40 52 4	5 15 334 4
5 41 14 4	19 106 22 4
5 41 1360 4	19 447 24 1527 4
5 41 52 4	5 24 447 4
5 41 52 4	5 24 106 91 4
5 41 544 4	19 106 15 565 4
5 41 6 4	5 52 106 91 4
5 694 15 4	19 25 678 39 4
5 1188 4	19 25 1528 4
5 139 14 4	19 106 22 4
5 139 1246	19 106 15 1451 4
5 139 544 4	19 362 15 565 4
5 139 6 4	5 52 106 40
5 139 6 4	5 52 106 4
5 136 544 4	19 25 1243 56 565 4
5 136 185 4	19 28 25 57 125 4
5 136 185 4	19 28 25 1682 125 4
5 357 167 4	5 31 25 1211 4
5 357 167 4	5 31 25 2091 4
5 135 421 4	12 33 139 899 4
5 79 708 4	19 25 103 29 151 4
5 79 708 4	12 33 139 6 24 151 4
5 79 6 4	19 25 103 6 86 4
5 79 6 4	19 25 103 6 10 4
5 2899 4	19 25 4692 4
5 852 4	19 25 989 4
5 467 219 4	5 33 32 4148 4
5 467 117 4	19 25 1583 13 16 116 4
5 230 4	5 44 28 610 4
5 230 4	5 44 28 616 4
5 138 992 4	19 25 79 957 4
5 689 178 4	5 44 654 4
5 201 13 4	19 25 152 75 4
5 201 167 4	5 31 25 1342 4
5 201 167 4	5 31 677 4
5 2666 4	19 25 2771 4
5 88 167 4	5 31 425 4
5 2071 4	19 25 3215 4
5 1587 73 4	19 25 1 4
5 323 15 4	19 25 470 4
5 281 20 4	19 1777 75 4
5 39 68 126	19 28 50 23 40
5 39 68 4	19 28 50 23 40
5 39 68 4	19 28 50 30 40
5 39 6 4	19 25 378 6 86 4
5 39 6 4	5 51 50 40
5 39 6 4	5 10 50 40
5 27 219 4	5 21 111 8 108 4
5 27 215 4	19 111 568 4
5 27 81 4	19 25 80 134 4
5 27 81 4	19 25 80 180 4
5 27 81 4	5 915 180 4
5 27 118 4	19 25 80 471 4
5 27 118 4	19 111 471 4
5 27 118 4	19 25 80 233 4
5 27 118 4	19 111 233 4
5 27 217 4	19 111 28 292 4
5 27 217 4	19 25 80 28 292 4
5 27 263 4	19 111 2433 4
5 27 401 4	19 25 80 423 4
5 27 401 4	19 111 423 4
5 1 4	19 170 25 1 4
5 66 193 4	5 142 369 4
5 66 193 4	19 3355 4
5 112 74 4	5 157 6 24 1560 4
5 695 15 4	5 24 25 444 4
5 695 15 4	35 9 47 48 24 25 444 4
5 54 18 15 4	5 142 15 38 4
5 54 18 15 4	5 15 645 4
5 54 399 4	5 3916 4
5 54 437 4	5 33 1 4
5 54 163 4	5 2867 4
5 54 500 4	5 1783 1199 4
5 54 404 4	5 1 4
5 34 10 1844 4	5 32 23 2042 4
5 34 10 964 4	5 32 23 1452 4
5 34 10 2257 4	19 25 23 4693 4
5 34 4395 126	5 1 40
5 34 148 4	5 142 175 4
5 34 4079 4	19 25 23 497 225 4
5 34 1016 4	5 1881 4
5 34 1016 4	35 9 47 48 1881 4
5 34 3570 4	5 32 1 4
5 34 3570 4	5 32 1 4
5 34 343 4	19 171 4
5 34 459 4	5 620 4
5 34 747 4	5 32 1256 4
5 34 747 4	5 32 2576 4
5 34 1142 4	5 32 42 1106 4
5 34 1 4	5 32 1 4
5 34 3028 4	5 32 1 4
5 34 3028 4	5 32 1 4
5 34 3028 4	5 32 1 4
5 34 1226 4	5 33 1747 4
5 34 510 126	19 25 504 40
5 34 510 4	19 25 504 40
5 34 1 4	5 32 1 4
5 34 21 279 4	5 32 60 311 4
5 34 21 279 4	5 32 4406 4
5 34 21 279 4	5 32 6591 4
5 34 901 4	5 32 13 24 984 4
5 34 2774 4	5 32 2139 4
5 34 1129 4	5 33 226 188 4
5 34 1129 4	5 33 226 258 4
5 34 1371 4	5 32 28 117 6 559 4
5 34 1499 4	5 32 28 117 6 2577 4
5 34 1144 4	5 32 1683 4
5 34 1144 4	5 32 3216 4
5 34 1453 4	35 9 47 48 1881 4
5 34 1453 4	5 32 28 117 6 529 4
5 34 1 4	5 32 3915 4
5 34 2572 4	5 32 5050 4
5 34 2572 4	5 32 6580 4
5 34 1880 4	5 32 5472 4
5 34 1880 4	5 32 1 4
5 34 2775 4	5 32 6592 4
5 34 1278 4	5 32 2002 4
5 34 1696 4	5 32 5948 4
5 34 1696 4	5 32 6593 4
5 34 1098 126	19 25 809 40
5 34 2900 4	5 32 5473 4
5 34 2900 4	5 32 1 4
5 34 80 842 4	5 32 359 518 4
5 34 2012 4	5 32 4149 4
5 34 2012 4	5 32 1 4
5 34 696 4	5 32 291 4
5 34 696 4	5 32 1190 4
5 34 669 4	19 25 627 222 4
5 34 386 4	19 1154 4
5 34 386 4	19 623 4
5 55 323 4	19 25 470 4
5 55 323 4	19 25 1430 4
1611 14 4	371 22 4
1611 52 4	14 237 8 441 13 76 4
12 14 1044 9	9 20 11 22 9 423 7
12 14 1044 9	22 9 12 423 7
12 16 215 9	9 12 373 7
12 16 536 9	9 12 2241 7
12 16 536 9	12 9 328 7
12 15 985 9	9 20 1631 7
12 15 196 9	9 20 57 7
12 15 454 9	35 9 2863 7
12 15 139 9	9 20 6 24 765 7
12 15 139 9	9 20 6 24 765 7
12 15 302 9	9 20 1131 7
12 15 479 9	9 20 187 859 7
12 15 479 9	9 20 1 7
12 15 57 9	9 12 24 190 7
12 15 311 9	35 9 332 7
12 13 15 9	9 20 75 7
12 13 80 9	28 128 52 12 481 7
12 13 80 9	28 9 12 481 7
12 13 80 9	9 20 15 791 7
15 12 296 4	12 57 445 4
15 12 296 4	35 9 445 4
15 1697 4	39 462 4
15 1697 4	35 9 546 4
15 143 528 4	39 45 9 91 231 4
15 54 112 4	39 4694 4
15 54 112 4	39 5474 4
15 17 10 4779 4	35 9 30 1 4
15 17 10 4779 4	35 9 30 1 4
15 17 10 4779 4	35 9 23 1 6 2092 4
15 17 1 4	35 9 56 1 49 39 4
15 17 1372 4	35 9 134 750 4
15 17 597 4	35 9 634 4
15 17 429 4	35 9 958 4
15 17 324 4	12 9 241 4
15 17 568 4	35 9 6582 4
15 17 1189 4	35 9 1931 4
15 17 29 3029 4	35 9 59 3363 4
15 17 42 22 4	35 9 34 47 4
15 17 1 4	35 9 56 1 49 39 4
15 17 649 4	35 9 1130 4
15 17 274 4	35 9 419 4
15 17 110 4	35 9 154 4
15 17 3387 4	35 9 42 243 4
15 17 1202 4	35 9 1627 4
15 17 1202 4	35 9 814 4
15 17 1 4	35 170 9 23 308 1 4
15 17 990 4	35 9 887 4
15 17 221 4	35 9 1304 4
15 17 412 4	35 9 15 1529 4
15 17 412 4	35 9 16 1561 4
15 17 412 4	35 9 15 1561 4
4396 1 4	5949 18 1776 4
4396 1 4	5949 3359 4
72 18 15 4	157 15 733 40
72 18 15 4	157 15 26 49 212 40
72 18 15 4	237 15 26 49 212 40
72 1500 4	5950 10 4
72 1500 4	5943 86 4
212 649 126	357 1132 40
212 649 126	818 1132 40
212 649 4	357 1132 4
212 649 4	818 3364 4
212 144 4	357 1132 40
212 144 4	818 1132 40
84 52 50 126	284 15 220 40
84 52 50 126	364 15 220 40
84 52 50 126	284 15 45 28 102 40
84 52 50 126	364 15 45 28 102 40
84 52 50 4	364 15 220 40
84 52 50 4	284 15 45 28 102 40
84 52 50 4	364 15 45 28 102 40
84 52 21 4	284 15 603 4
84 52 21 4	364 15 603 4
84 52 21 4	237 15 603 4
84 22 551 4	364 47 728 4
84 22 551 4	284 47 728 4
84 22 74 126	284 47 338 40
84 22 74 126	364 47 338 40
84 22 328 4	284 47 529 4
84 22 328 4	364 47 529 4
84 22 88 4	364 47 124 4
84 22 193 4	284 47 369 4
84 22 193 4	364 47 369 4
84 22 193 4	3365 47 29 369 4
84 96 74 4	284 27 338 40
84 96 74 4	364 27 338 40
84 17 790 4	1 27 4
84 17 132 4	2775 40
4780 73 4	1 40
123 155 4	834 13 236 4
123 47 15 4	834 15 40
123 47 15 4	479 15 40
123 47 96 4	834 27 4
123 15 73 4	945 15 40
139 1583 4	24 765 1 4
139 1583 4	24 765 57 199 4
1 1157 4	1607 18 1776 4
1 1157 4	1607 2651 4
100 243 126	21 43 673 8 441 4
100 243 126	52 1244 8 4
67 2198 4	187 3097 4
67 1454 9	92 7
67 203 126	286 189 40
67 203 126	8 6 189 40
67 203 4	8 6 189 4
67 203 4	286 189 4
67 203 4	187 189 4
334 155 4	129 30 146 4
1017 15 73 4	1 15 4
98 477 4	2363 10 26 5 10 272 4
421 32 15 126	5040 86 40
421 32 15 126	376 205 1882 13 94 2868 40
421 32 15 126	549 213 1882 13 73 2868 40
421 32 15 126	549 213 1882 13 213 1 40
421 32 15 126	1 10 40
421 32 15 126	959 86 40
421 32 15 126	1 40
125 98 4	314 2043 340 45 12 10 191 341 4
4781 52 4	2503 15 40
37 1552 4	36 18 3360 4
37 17 215 4	36 9 568 4
965 20 4	1657 150 4
500 124 126	5460 40
500 124 126	5460 40
500 124 126	5459 86 40
500 124 126	5460 10 40
404 59 4	585 81 4
184 3571 4	818 77 213 2656 4
184 3571 4	357 77 205 2656 4
184 1107 4	357 1199 4
184 1107 4	357 2240 4
184 429 4	818 440 4
184 1588 4	357 2242 40
184 144 4	14 2768 8 4
1265 2072 4	1 86 40
1265 2072 4	1 10 40
190 821 4	552 6 1210 4
190 821 4	819 6 1210 4
369 209 4	960 55 3098 4
369 209 4	3099 55 3098 4
101 10 337 4	549 23 344 4
101 10 1801 4	157 23 230 2192 40
101 2140 126	777 86 13 24 3516 40
101 2140 126	1097 10 13 24 3516 40
101 2901 4	376 46 1584 4
101 2901 4	549 46 1584 4
132 7 22 126	238 47 40
132 7 22 126	238 47 40
132 7 22 126	726 47 40
132 7 22 4	238 55 47 4
132 7 22 4	726 47 40
1359 20 4	858 150 40
13 10 396 126	35 9 91 40
13 1583 4	39 57 199 4
13 557 4	39 827 4
13 17 341 4	35 9 961 4
13 17 341 4	35 9 1628 4
13 17 65 4	35 9 36 4
13 17 46 4	20 65 31 1 4
13 17 46 4	35 9 15 3356 4
13 17 46 4	35 9 16 2977 4
13 17 1963 4	35 9 887 4
44 495 4	67 65 29 326 4
44 495 4	101 65 29 326 4
44 3206 4	67 1 4
44 3206 4	101 1 4
44 2667 4	67 95 2776 4
20 12 15 4	39 43 9 4
20 557 4	39 827 4
57 3030 4	15 74 45 1 4
57 12 73 4	15 74 9 3514 4
14 2776 4	22 9 29 326 4
14 1 4	22 1 4
14 1174 4	22 1684 4
14 1670 4	22 1212 4
14 490 4	22 18 457 4
14 490 4	22 3366 4
14 643 4	22 2309 4
14 12 842 4	22 9 518 4
14 12 774 4	22 9 788 4
14 12 159 4	22 9 236 4
14 12 811 4	22 9 888 4
14 1495 4	22 2982 4
14 398 4	22 18 833 4
14 3791 4	22 1 16 414 4
14 4391 4	22 6594 4
14 4391 4	22 18 1 4
14 1 4	22 1 4
14 580 4	22 9 878 4
14 4782 4	22 4689 4
14 685 4	22 18 475 4
14 1 4	22 1 4
14 54 888 4	22 128 721 4
14 54 328 4	22 5951 4
14 17 536 4	22 9 328 4
14 17 2136 4	22 9 3700 4
14 17 371 4	22 9 328 4
14 17 454 4	22 9 699 4
14 17 298 4	22 9 235 4
14 17 298 4	22 9 4150 4
14 17 384 4	22 9 497 4
14 17 59 4	22 9 108 4
14 17 117 4	22 9 166 76 4
14 17 117 4	22 9 13 16 116 4
14 17 314 4	22 9 639 4
14 17 179 4	22 9 497 4
14 17 179 4	22 1964 4
14 17 479 4	22 9 28 561 4
14 17 1728 4	22 9 1605 4
14 17 170 4	22 128 91 4
1452 742 126	476 1 40
313 15 73 4	2093 15 4
313 15 73 4	2858 15 4
313 15 73 4	3917 15 4
313 15 73 4	1 15 4
269 10 415 4	570 30 931 40
269 10 3207 4	570 30 931 40
25 45 551 4	27 1 99 4
25 45 551 4	27 1 165 4
25 45 509 4	27 1 99 4
25 31 721 4	27 110 46 769 4
25 214 3572 4	27 5952 46 3363 4
25 30 328 4	27 267 529 4
25 30 193 4	27 267 369 4
25 30 193 4	27 267 2869 4
25 30 558 4	27 267 758 4
25 41 15 4	27 24 4695 4
25 136 15 4	27 24 93 57 4
25 136 15 4	27 93 840 4
25 135 50 4	27 312 43 102 4
25 135 50 4	27 312 220 4
25 135 50 4	12 27 139 43 102 4
25 135 50 4	27 312 27 28 102 4
25 79 15 4	27 28 93 103 4
25 201 6 4	27 10 93 433 4
25 201 6 4	27 10 93 1606 4
25 201 6 4	27 10 93 1342 4
25 39 15 4	27 15 577 4
25 54 713 4	27 2243 16 704 4
25 54 1501 4	27 1 4
25 54 92 4	27 1 6 24 215 4
25 54 1390 4	27 1 4
25 54 829 4	27 1 4
25 54 423 4	27 1 4
25 54 269 4	27 1 4
25 54 321 4	27 1 4
25 54 112 4	27 4696 4
25 36 124 4	27 110 6 715 4
25 36 905 4	27 110 46 937 4
25 36 215 4	27 110 1267 4
25 36 215 4	27 110 1608 4
25 36 196 4	27 93 582 4
25 36 196 4	27 28 93 582 4
25 36 259 4	27 110 5475 4
25 36 259 4	27 110 13 5953 4
25 36 692 4	27 348 91 4
25 36 59 4	27 110 81 4
25 36 59 4	27 110 108 4
25 36 217 4	27 110 28 292 4
25 36 1173 4	27 110 2138 4
25 36 1173 4	27 110 1 4
25 36 263 4	27 110 5051 4
25 36 479 4	27 110 28 561 4
25 36 4783 4	89 9 5052 4
25 36 4783 4	27 110 1 4
28 10 120 126	159 330 40
28 12 15 9	37 9 20 11 35 9 7
28 12 15 9	35 9 120 7
28 12 15 9	37 9 20 7
28 12 15 9	37 9 20 35 9 7
28 17 159 9	120 6 236 7
95 115 5 9	88 32 5 7
82 31 25 9	48 110 27 7
82 48 15 9	48 24 18 57 7
82 75 15 9	48 24 18 7
82 12 14 9	35 170 9 48 26 22 7
82 4077 9	48 18 2501 7
82 4077 9	48 9 20 48 18 2501 7
82 201 22 9	48 44 18 152 7
82 580 9	48 9 878 7
82 685 9	48 18 475 7
82 17 59 9	48 9 108 7
82 17 13 9	48 9 20 7
82 17 13 9	35 170 9 48 7
6 925 4	86 26 6595 4
6 925 4	10 26 5954 4
6 48 15 126	35 9 10 48 24 66 57 40
6 172 50 4	17 71 43 102 4
6 172 50 4	17 71 220 4
6 172 50 4	17 71 52 28 102 4
6 172 50 4	10 161 10 28 102 4
6 172 50 4	10 161 43 102 4
6 36 260 4	17 69 1 4
6 36 284 4	17 69 218 4
6 36 284 4	17 69 343 4
6 36 284 4	10 58 218 4
6 36 284 4	10 58 343 4
6 36 284 4	10 58 1228 4
6 36 284 4	10 58 1344 4
6 36 173 4	17 69 395 4
6 36 173 4	10 58 395 4
6 36 173 4	10 58 2367 4
6 36 173 4	10 58 757 4
6 36 811 4	17 69 888 4
6 36 811 4	10 58 888 4
6 36 1415 4	17 69 1718 4
6 55 149 126	10 66 876 40
6 55 149 126	17 63 876 40
45 12 170 4	49 128 91 4
115 5 510 126	19 25 504 40
115 5 438 9	32 5 932 7
115 5 438 9	32 5 1530 7
237 117 9	487 9 12 41 16 116 7
237 117 9	487 9 12 13 16 116 7
237 314 9	487 9 12 639 7
237 314 9	48 11 20 132 9 12 639 7
31 25 196 9	93 27 582 7
31 25 196 9	28 93 27 582 7
31 25 263 9	110 27 4697 7
31 25 263 9	110 27 5051 7
31 25 479 9	110 27 28 561 7
31 6 14 9	58 10 22 7
31 6 14 9	9 20 11 17 69 22 7
31 6 501 9	63 17 557 7
31 6 501 9	66 10 557 7
31 6 774 9	58 10 788 7
31 6 774 9	69 17 1658 7
31 6 159 9	17 69 236 7
200 403 4	293 13 21 442 48 40
200 403 4	293 13 48 11 20 132 40
200 403 4	1480 13 48 11 20 132 40
35 2777 4	247 1 40
35 2777 4	247 1 40
35 2777 4	247 6596 40
35 2777 4	247 6597 40
35 2777 4	261 6597 40
35 4784 4	261 1 40
35 4784 4	261 1 40
35 4784 4	247 1 40
35 4784 4	247 1 40
35 1159 4	247 1 40
35 1159 4	247 5476 40
35 1159 4	247 2310 40
35 1159 4	261 4698 40
35 1159 4	261 2310 40
35 2013 4	261 3918 4
35 3797 4	261 1 40
35 3797 4	247 1 40
35 3797 4	247 1 40
35 3797 4	247 1 40
35 3797 4	247 1 40
35 3797 4	247 1 40
35 3797 4	261 1 40
35 3797 4	261 1 40
35 846 4	261 1243 40
35 846 4	261 3100 40
35 846 4	247 1243 40
35 846 4	247 3100 40
35 846 4	247 5053 40
35 846 4	261 419 40
35 846 4	1033 86 419 40
35 846 4	261 673 40
35 846 4	247 673 40
35 846 4	247 1257 40
35 846 4	247 1421 40
35 846 4	1033 86 673 40
35 846 4	1448 10 673 40
35 846 4	1448 10 1257 40
35 846 4	1448 10 1421 40
35 1589 4	247 6598 40
35 1589 4	247 3705 40
35 1589 4	247 5955 40
35 1589 4	247 3517 40
35 1589 4	261 3517 40
35 1589 4	261 3705 40
35 3208 4	247 5477 40
35 3208 4	247 1 40
35 3208 4	261 5477 40
35 3573 4	247 2142 40
35 3573 4	247 1 40
35 1 4	261 956 40
35 1 4	247 956 40
35 283 4	247 10 119 4
583 17 81 4	16 621 9 180 4
30 5 872 9	181 5 700 7
30 15 269 9	75 107 12 346 7
30 25 92 9	267 27 396 23 404 6 336 7
30 25 190 9	267 27 383 7
30 25 132 9	267 27 114 7
30 6 88 9	2434 10 13 124 7
30 6 2197 9	337 10 38 56 2657 7
30 6 2197 9	84 17 38 56 2657 7
597 15 73 4	5054 15 4
597 15 73 4	3518 15 4
89 61 15 4	315 15 583 4
89 61 22 4	732 33 583 4
89 901 4	307 4
89 168 15 4	284 591 4
713 32 22 4	704 34 47 4
713 32 22 4	6599 34 47 4
986 22 21 4	17 71 33 990 41 15 1019 4
2140 15 73 4	1 15 4
2140 15 73 4	1 15 4
635 22 74 4	14 462 8 77 47 4
48 14 151 9	22 18 52 12 392 7
48 15 314 9	39 10 18 57 199 7
48 6 558 9	63 17 1 7
48 6 558 9	24 66 10 2859 7
48 6 558 9	24 63 17 2859 7
18 15 155 126	157 15 129 30 146 40
18 15 155 126	157 15 6 236 40
18 15 155 126	157 15 13 236 40
18 15 155 126	237 15 6 236 40
18 15 155 126	237 15 13 236 40
18 15 155 126	1 15 40
18 15 110 4	157 15 123 12 139 40
18 15 110 4	237 15 123 12 139 40
18 6 586 9	10 1 7
18 33 164 4	157 94 492 4
23 11 3206 4	14 1 8 4
23 11 3206 4	14 1 8 4
23 11 18 15 126	14 15 157 8 40
23 11 18 15 126	14 15 237 8 40
23 11 18 15 4	14 15 237 8 40
23 11 830 4	14 10 1 8 4
23 11 1 4	14 1 8 40
23 11 1 4	14 1 8 40
23 11 926 4	14 6600 8 4
23 11 926 4	14 5956 8 4
23 11 163 126	14 52 28 128 8 40
23 11 163 126	14 1255 8 40
23 11 163 126	14 3509 8 40
23 11 163 4	14 2658 8 40
23 11 3574 126	14 1 8 40
23 11 1455 126	14 5055 8 40
23 11 1455 4	14 1963 8 40
23 11 1455 4	14 5055 8 40
23 11 1 4	14 4407 8 4
23 11 1069 4	14 6601 8 4
23 11 733 4	14 1 8 4
23 11 478 4	52 1244 8 4
23 11 478 4	52 1244 4
23 11 478 4	14 52 28 157 8 4
23 11 478 4	14 10 28 237 8 4
23 11 478 4	14 10 3919 8 4
519 20 4	5957 39 4
519 20 4	1 150 4
1 10 3798 4	5056 30 310 40
1158 14 4	4690 22 4
61 831 4	1 10 4
61 8 541 4	376 16 604 4
61 8 541 4	549 16 604 4
50 24 341 4	351 43 26 2429 86 4
50 117 99 4	128 166 86 26 143 4
50 117 99 4	128 13 16 116 26 143 4
50 117 99 4	342 166 10 26 143 4
50 117 99 4	342 13 16 116 26 143 4
50 42 924 4	1748 28 185 4
50 43 14 4	342 55 22 4
24 10 123 4	479 40
24 10 123 4	834 40
24 10 123 4	2094 23 684 40
24 10 123 4	3519 23 684 40
24 10 769 4	376 460 4
24 25 357 9	27 110 27 1211 7
16 30 220 4	12 107 289 4
16 30 423 4	12 244 379 4
16 1 4	12 1 4
16 1 4	12 18 1 4
16 265 15 4	12 15 2311 4
16 265 15 4	12 24 18 301 4
16 1160 173 4	12 1632 395 4
16 1160 173 4	12 9 822 395 4
16 75 89 126	12 9 372 40
16 75 4080 4	12 18 46 6602 4
16 1917 96 4	12 27 215 4
16 12 668 4	12 9 1806 4
16 12 668 4	12 9 5045 4
16 12 1227 4	12 18 1058 222 4
16 12 1845 4	12 9 1 4
16 12 4397 4	12 9 2368 4
16 12 349 4	12 9 360 4
16 376 22 4	12 44 106 91 4
16 770 22 4	12 44 106 4
16 770 96 4	12 27 106 4
16 529 15 4	12 28 18 103 4
16 1 4	12 1 4
16 1 4	12 18 1 4
16 1172 73 4	12 61 5958 4
16 1172 73 4	12 45 9 1450 4
16 17 10 1 4	35 9 23 478 1722 4
16 17 10 1 4	35 9 23 478 3217 4
16 17 10 964 4	35 9 23 1452 4
16 17 10 1 4	35 9 23 1 4
16 17 10 1 4	35 9 23 1 4
16 17 343 4	12 171 4
16 17 753 4	12 9 28 117 6 721 4
16 17 1 4	12 1 4
16 17 2774 4	12 9 5057 6 1 4
16 17 2774 4	12 9 637 200 63 4
16 17 38 21 4	12 21 9 8 166 76 4
16 17 38 21 4	12 21 9 8 13 24 984 4
16 17 38 21 4	12 21 9 8 108 4
92 22 74 4	215 47 13 338 4
59 5 89 4	33 775 4
59 37 12 126	16 1172 40
59 25 31 126	27 1172 40
59 25 31 126	27 775 40
59 25 31 4	89 43 9 4
59 25 31 4	27 43 775 4
59 25 31 4	27 43 1172 40
59 26 521 126	81 26 2137 40
49 31 6 9	90 351 17 7
49 31 6 9	90 342 10 7
49 31 6 9	39 128 7
49 31 6 9	90 12 128 7
49 31 6 9	90 348 27 7
49 31 6 9	90 39 128 7
49 1296 126	123 35 9 2044 40
49 12 226 9	90 9 16 194 7
5 912 143 4	19 43 32 933 327 4
5 115 10 713 4	5 32 2143 4
5 115 10 1 4	5 32 23 1 4
5 115 10 2257 4	19 25 23 4693 4
5 115 148 4	5 142 175 4
5 115 148 4	5 32 175 4
5 115 343 4	19 171 4
5 115 1085 4	5 32 42 218 4
5 779 4	5 10 272 6 44 1258 4
5 188 14 4	19 25 253 13 22 4
5 2478 80 4	5 15 498 4
5 2668 15 4	5 24 25 4151 4
5 1529 15 4	5 24 25 2659 4
5 1529 15 4	5 24 25 5058 4
5 214 1 4	19 1404 46 1 4
5 256 124 4	5 32 1188 4
5 30 801 4	5 84 901 4
5 30 18 15 4	5 71 43 523 4
5 30 18 15 4	5 71 43 1965 4
5 30 11 125 4	5 14 181 15 97 4
5 30 11 125 4	5 14 71 15 97 4
5 30 11 88 4	5 21 171 8 13 124 4
5 30 11 88 4	5 14 889 8 13 124 4
5 30 11 88 4	5 32 1842 4
5 30 11 558 4	5 14 181 758 4
5 430 15 4	5 24 25 1191 4
5 430 15 4	5 24 25 5959 4
5 2669 4	5 24 25 1 4
5 522 553 4	19 25 4699 4
5 62 11 50 4	5 21 43 32 8 890 4
5 62 11 50 4	5 14 44 43 32 8 729 4
5 4398 4	19 170 25 5478 59 2870 4
5 4075 168 4	19 25 3101 56 1229 4
5 151 183 4	5 620 188 4
5 151 183 4	5 620 258 4
5 151 1108 4	5 620 56 1200 4
5 151 1161 4	5 620 46 1345 4
5 1 4	5 33 32 3920 4
5 1 4	5 33 32 5059 4
5 145 296 4	19 25 445 4
5 145 692 4	5 33 226 91 4
5 145 81 4	5 33 226 91 4
5 145 263 4	5 33 226 2433 4
5 145 479 4	5 33 226 28 561 4
5 145 401 4	5 33 226 199 4
5 145 1728 4	5 33 226 1605 4
5 361 2073 4	5 33 32 996 932 4
5 361 2073 4	5 33 32 1932 1530 4
5 361 1162 4	19 25 2866 6 16 249 4
5 361 81 4	5 33 1880 91 4
5 361 479 4	5 33 32 996 28 561 4
5 361 479 4	5 33 32 1932 28 561 4
5 265 6 4	5 52 25 301 4
5 105 1163 4	19 25 578 13 44 2244 4
5 105 1698 4	19 25 80 225 6 3921 4
5 105 1698 4	19 25 80 1633 6 3921 4
5 105 3031 4	89 44 18 382 30 4700 4
5 105 3031 4	89 44 18 1 30 4700 4
5 105 3031 4	19 25 80 1 4
5 105 3031 4	19 25 80 1 4
5 105 3031 4	89 44 18 382 30 1 4
5 105 3031 4	5 33 32 57 1 4
5 105 3031 4	19 25 225 30 1 4
5 105 3031 4	19 25 225 30 1 4
5 105 3031 4	89 44 18 382 30 1 4
5 105 598 4	19 25 162 6 16 375 4
5 105 598 4	19 25 162 56 3102 4
5 105 678 4	19 25 80 2245 4
5 105 678 4	5 33 32 3367 4
5 105 678 4	19 25 80 1966 4
